(vscode) D:\Code\Github\Other\Python\DBN手写数字识别>python src\model\train.py --layers 784,1000,500,250 --pretrain_epochs 50 --pretrain_lr 0.01 --epochs 100 --lr 0.001 --batch_size 256
Using bundled font for Chinese labels: Microsoft YaHei
Stage: Loading MNIST dataset...
Stage: Initializing DBN with layer sizes: [784, 1000, 500, 250]
Stage: Pretraining RBMs...
Pretraining RBM 0: 784->1000
 Test accuracy: 98.67%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.68%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  7 -> 9: 5
  6 -> 0: 4
  4 -> 9: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
Stage: Fine-tune epoch 74/100 loss=0.000000
 Test accuracy: 98.70%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.30%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  7 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 75/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  7 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 76/100 loss=0.000000
 Test accuracy: 98.70%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.15%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  7 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 77/100 loss=0.000000
 Test accuracy: 98.70%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.15%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  7 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 78/100 loss=0.000000
 Test accuracy: 98.70%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.30%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.78%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.15%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  7 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 79/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 80/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 81/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 82/100 loss=0.000000
 Test accuracy: 98.70%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.30%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 83/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 84/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 85/100 loss=0.000000
 Test accuracy: 98.68%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.78%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 86/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 87/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 88/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 89/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 90/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 91/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.91%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 92/100 loss=0.000000
 Test accuracy: 98.68%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.21%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 93/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 94/100 loss=0.000000
 Test accuracy: 98.69%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.88%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 95/100 loss=0.000000
 Test accuracy: 98.68%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.78%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
  9 -> 3: 3
Stage: Fine-tune epoch 96/100 loss=0.000000
 Test accuracy: 98.67%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.68%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 9: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
Stage: Fine-tune epoch 97/100 loss=0.000000
 Test accuracy: 98.67%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.68%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.12%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 9: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 8: 3
Stage: Fine-tune epoch 98/100 loss=0.000000
 Test accuracy: 98.68%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.68%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.22%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 9: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 3: 3
Stage: Fine-tune epoch 99/100 loss=0.000000
 Test accuracy: 98.68%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.68%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.22%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 9: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 3: 3
Stage: Fine-tune epoch 100/100 loss=0.000000
 Test accuracy: 98.68%
Per-class accuracy:
  0: 99.39%  (n=980)
  1: 99.21%  (n=1135)
  2: 98.74%  (n=1032)
  3: 98.81%  (n=1010)
  4: 98.68%  (n=982)
  5: 98.32%  (n=892)
  6: 98.75%  (n=958)
  7: 98.05%  (n=1028)
  8: 98.56%  (n=974)
  9: 98.22%  (n=1009)
Top confusions (true -> predicted counts):
  7 -> 2: 7
  7 -> 9: 6
  5 -> 3: 6
  9 -> 4: 5
  8 -> 9: 5
  6 -> 0: 4
  4 -> 9: 4
  4 -> 6: 4
  3 -> 2: 4
  9 -> 3: 3
Model saved to D:\Code\Github\Other\Python\DBN手写数字识别\model\dbn_mnist.pth
Accuracy plot saved to D:\Code\Github\Other\Python\DBN手写数字识别\model\accuracy_20251204_164853.png
Per-class accuracy plot saved to D:\Code\Github\Other\Python\DBN手写数字识别\model\per_class_accuracy_20251204_164853.png
Per-class history CSV saved to D:\Code\Github\Other\Python\DBN手写数字识别\model\per_class_history_20251204_164853.csv
